loan_id,borrower_name,payment_date,scheduled_payment_amount,actual_payment_amount,payment_type,payment_status,bank_reference_id,pool_id,remittance_id,remittance_date,remittance_amount,trust_account_id,match_type,variance,reconciliation_status,discrepancy_category,severity,recommended_action
LN-001854,Robert Chang,2025-05-26,42402.46,42402.46,Principal,Posted,D9F7AFC939D6,POOL-D,,,,,UNMATCHED,42402.46,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001860,Brent Rojas,2025-10-01,36560.29,36560.29,Fee,Pending,088C240748FA,POOL-C,,,,,UNMATCHED,36560.29,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001861,Jaime Walker,2025-05-20,38934.15,28646.77,Principal,Posted,37DA358D3677,POOL-F,,,,,UNMATCHED,28646.77,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001862,John Zamora,2026-01-13,32980.01,32980.01,Principal,Posted,B7A85A16937B,POOL-A,,,,,UNMATCHED,32980.01,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001863,Timothy Gibson,2026-03-12,9282.72,9282.72,Interest,Reversed,74EBA6C9BE06,POOL-F,,,,,UNMATCHED,9282.72,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-001865,Vanessa Harris,2025-08-20,49241.15,49241.15,Principal,Posted,72E1FE0DD971,POOL-C,,,,,UNMATCHED,49241.15,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001868,Greg Tanner,2026-02-07,8658.33,8658.33,Fee,Posted,806E293F03D1,POOL-A,,,,,UNMATCHED,8658.33,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001870,Carolyn Cordova,2025-05-19,36436.01,36436.01,Interest,Posted,2953EE3F3310,POOL-F,,,,,UNMATCHED,36436.01,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001872,Zachary Vargas Phd,2026-03-09,11068.81,11068.81,Escrow,Posted,4687AE697173,POOL-A,,,,,UNMATCHED,11068.81,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001873,Nicholas Fitzgerald,2026-02-28,25539.71,0.0,Escrow,Posted,34148F3FD06C,POOL-F,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001874,Garrett Riley,2025-12-09,42114.8,42114.8,Interest,Posted,40F786D5045F,POOL-C,,,,,UNMATCHED,42114.8,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001875,Leslie Hernandez,2025-05-01,36773.68,36773.68,Interest,Posted,1065DE1557F4,POOL-B,,,,,UNMATCHED,36773.68,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001877,John Mack,2026-02-21,29722.21,29722.21,Escrow,Posted,D7F660D229AD,POOL-C,,,,,UNMATCHED,29722.21,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001878,Joseph Mendoza,2025-10-17,25663.85,25663.85,Fee,Reversed,9CD6D80C4E84,POOL-F,,,,,UNMATCHED,25663.85,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-001879,Samantha Chavez,2025-11-30,15228.65,12852.26,Interest,Pending,ACB8A8AD399F,POOL-F,,,,,UNMATCHED,12852.26,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001880,Justin Smith,2025-09-16,28468.59,28468.59,Escrow,Posted,AA7BB91E4DCC,POOL-E,,,,,UNMATCHED,28468.59,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001881,Tiffany Anderson,2025-03-24,34599.82,37519.11,Fee,Pending,571DF0E79AF1,POOL-E,,,,,UNMATCHED,37519.11,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001883,Eric Warner,2025-08-20,31996.42,31996.42,Interest,Reversed,D61D69371DD6,POOL-F,REM-002199,2025-08-24,31996.42,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-001886,Richard Wood,2025-09-05,23347.09,23347.09,Fee,Posted,D88FE951A709,POOL-C,,,,,UNMATCHED,23347.09,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001887,Mark Dalton,2025-11-18,961.92,961.92,Interest,Posted,5470D2D078F1,POOL-D,,,,,UNMATCHED,961.92,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001888,Steven Cook,2025-06-21,12710.6,6744.06,Principal,Reversed,CA5232102AFA,POOL-B,REM-000705,2025-06-25,6744.06,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-001890,Kimberly Norton,2025-05-24,49594.59,0.0,Fee,Posted,4E2A684EE139,POOL-A,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001892,Amy Dougherty,2025-04-23,20373.97,20373.97,Escrow,Posted,C9204B8687D6,POOL-D,,,,,UNMATCHED,20373.97,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001895,Justin Jones,2025-11-29,27976.7,27976.7,Escrow,Reversed,DB746347A132,POOL-A,,,,,UNMATCHED,27976.7,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-001897,Brian Mendoza,2025-12-09,30991.28,30991.28,Interest,Posted,29EE74003B3F,POOL-A,,,,,UNMATCHED,30991.28,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001898,Lauren Haley,2025-04-03,9807.22,0.0,Escrow,Reversed,539DC442B8CA,POOL-C,,,,,UNMATCHED,0.0,REVERSED,OTHER,Low,Manual review required
LN-001899,Patrick Perez,2026-02-16,18091.54,18091.54,Escrow,Posted,F5CC34B5CEAD,POOL-B,,,,,UNMATCHED,18091.54,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001903,Kim Carter,2026-01-14,38169.04,38169.04,Escrow,Posted,BA2E66885B16,POOL-D,,,,,UNMATCHED,38169.04,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001904,Rebecca Dougherty,2025-09-23,2247.91,2247.91,Interest,Reversed,82AB518DA4ED,POOL-C,REM-000473,2025-09-23,2247.91,TRU-010,EXACT,0.0,REVERSED,OTHER,Low,Manual review required
LN-001905,Teresa Jones,2025-06-01,37413.82,37413.82,Interest,Pending,EAF45D362B90,POOL-C,,,,,UNMATCHED,37413.82,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001906,Judith Miller,2025-06-06,10522.79,10522.79,Fee,Posted,E305CEE1FEB9,POOL-E,,,,,UNMATCHED,10522.79,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001908,Donald Terry,2026-03-04,18713.07,0.0,Fee,Posted,E94211CE03B1,POOL-D,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001910,Wayne Weaver,2025-06-07,7869.96,7869.96,Principal,Pending,7C414DF030C3,POOL-E,,,,,UNMATCHED,7869.96,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001911,Gregory Wallace,2025-10-25,15627.41,18984.51,Escrow,Reversed,018AEC9D3EF7,POOL-F,,,,,UNMATCHED,18984.51,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-001913,Crystal Meza,2025-10-11,49818.55,49818.55,Interest,Posted,89AEA4781D18,POOL-A,,,,,UNMATCHED,49818.55,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001916,Sarah Wallace,2025-07-14,36242.51,36242.51,Interest,Posted,55A2930FB26E,POOL-C,,,,,UNMATCHED,36242.51,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001919,Patricia Williams,2025-08-07,19880.52,19880.52,Principal,Posted,E144FB50EAAC,POOL-C,,,,,UNMATCHED,19880.52,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001922,Sara Schwartz,2025-12-13,659.3,659.3,Escrow,Pending,0F294E621A6D,POOL-E,,,,,UNMATCHED,659.3,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001925,Cody Hart,2025-11-10,39812.77,39812.77,Interest,Posted,436E61574C2E,POOL-C,,,,,UNMATCHED,39812.77,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001926,Evan Cooper,2025-06-22,5103.04,5103.04,Escrow,Posted,A2448202FBD0,POOL-D,,,,,UNMATCHED,5103.04,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001927,Joshua Martin,2025-09-19,29616.01,29616.01,Fee,Posted,FE3561491151,POOL-A,,,,,UNMATCHED,29616.01,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001930,Vanessa Rivera,2025-10-26,3710.25,3710.25,Fee,Posted,DA42F081EF7B,POOL-C,,,,,UNMATCHED,3710.25,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001934,Michael Dennis,2025-11-27,30372.64,30372.64,Escrow,Reversed,D43B1F02F821,POOL-D,REM-001328,2025-11-27,30372.64,TRU-006,EXACT,0.0,REVERSED,OTHER,Low,Manual review required
LN-001937,Brandon Brown,2025-06-05,13856.13,13856.13,Fee,Posted,4D8A7B7856EF,POOL-E,,,,,UNMATCHED,13856.13,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001938,Lauren Walker,2025-06-25,41339.95,41339.95,Escrow,Reversed,F70F4B19B117,POOL-F,,,,,UNMATCHED,41339.95,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-001939,Diana Johnson,2026-01-18,25163.66,25163.66,Fee,Posted,A404E1C89D0F,POOL-F,,,,,UNMATCHED,25163.66,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001941,Jorge Lee,2025-07-21,3398.27,3398.27,Fee,Pending,5E414092F7E7,POOL-C,,,,,UNMATCHED,3398.27,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001942,Larry Harding,2025-04-10,17044.8,17044.8,Interest,Posted,B37032090EBD,POOL-A,,,,,UNMATCHED,17044.8,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001946,Anita Luna,2025-12-23,26104.82,26104.82,Escrow,Posted,C9322E56811B,POOL-D,,,,,UNMATCHED,26104.82,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001949,Steven Taylor,2025-12-04,16745.54,16745.54,Principal,Posted,0B5E1E961A2E,POOL-C,,,,,UNMATCHED,16745.54,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001953,Jason Rocha,2025-06-05,30112.15,30112.15,Escrow,Reversed,0973931AC5F1,POOL-D,,,,,UNMATCHED,30112.15,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-001955,Breanna Lopez,2025-10-31,49918.2,49918.2,Principal,Posted,B2F8509670A0,POOL-D,,,,,UNMATCHED,49918.2,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001958,Julie Johnson,2025-10-24,21351.78,22510.88,Escrow,Posted,BDA69B32CB23,POOL-C,,,,,UNMATCHED,22510.88,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001961,Jennifer Vasquez,2025-10-31,6357.64,6357.64,Interest,Posted,C354869B86EF,POOL-B,REM-002031,2025-11-02,7084.53,,FUZZY,-726.8899999999994,PARTIAL,SHORT_PAY,High,Contact borrower for remaining balance
LN-001962,Danielle Wilson,2025-09-09,20790.29,20790.29,Interest,Pending,C5A68219D914,POOL-F,,,,,UNMATCHED,20790.29,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001963,Zachary Jones,2025-03-28,42070.21,42070.21,Principal,Posted,F4D141EAAC96,POOL-F,,,,,UNMATCHED,42070.21,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001965,Lori Alvarez,2025-04-11,28807.68,28807.68,Fee,Posted,D7A05AD83398,POOL-D,,,,,UNMATCHED,28807.68,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001966,Barbara Hunt,2025-10-03,29594.58,29594.58,Fee,Posted,6665643CE81A,POOL-F,,,,,UNMATCHED,29594.58,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001967,Sarah Martin,2025-11-27,9631.57,0.0,Escrow,Posted,47789E41E330,POOL-C,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001968,Francisco Johns,2025-09-22,18430.65,18430.65,Escrow,Posted,EBB794E30117,POOL-D,,,,,UNMATCHED,18430.65,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001972,Pamela White,2025-09-22,41669.0,41669.0,Fee,Posted,C3E8BCC93396,POOL-A,,,,,UNMATCHED,41669.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001973,Paul Stephens,2025-07-07,14017.01,14017.01,Principal,Posted,A77B5283B0F8,POOL-B,,,,,UNMATCHED,14017.01,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001974,Samantha Cohen,2025-03-29,26144.9,26144.9,Escrow,Pending,AAB093E81380,POOL-B,,,,,UNMATCHED,26144.9,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001979,Daniel Lopez,2025-05-28,43700.15,43700.15,Principal,Posted,134E507989FC,POOL-F,,,,,UNMATCHED,43700.15,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001981,Kim Arnold,2025-04-03,9712.02,9712.02,Principal,Posted,9E3745751AAC,POOL-F,,,,,UNMATCHED,9712.02,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001984,Eric Cox,2026-03-06,24406.96,24406.96,Principal,Posted,2F737137417D,POOL-D,,,,,UNMATCHED,24406.96,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001985,Stacy Harper,2025-05-25,7107.26,7107.26,Principal,Posted,1F68B7FBE268,POOL-C,,,,,UNMATCHED,7107.26,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001989,Carlos Miller,2026-01-24,22124.11,22124.11,Interest,Posted,2405BF85653E,POOL-D,,,,,UNMATCHED,22124.11,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001992,Ricky Palmer,2025-03-24,8365.95,8365.95,Principal,Posted,D19BB415BB3A,POOL-C,,,,,UNMATCHED,8365.95,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001993,Bryan King,2025-07-24,30706.14,30706.14,Interest,Posted,9C4C01AF8DEF,POOL-F,,,,,UNMATCHED,30706.14,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001996,Cathy Bell,2025-12-20,33019.28,33019.28,Interest,Posted,F1ADE162E127,POOL-B,,,,,UNMATCHED,33019.28,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001999,Monica Allen,2025-10-17,3324.21,3324.21,Principal,Reversed,DC4E3426FDFA,POOL-A,REM-001280,2025-10-20,3324.21,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-002001,Daniel Lee,2025-08-09,13454.43,13454.43,Principal,Reversed,828ADFB4FA45,POOL-A,REM-000628,2025-08-09,12425.6,TRU-003,EXACT,1028.83,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-002002,Steven Medina,2025-07-14,12725.45,12725.45,Principal,Reversed,ED9D6AE6E080,POOL-B,REM-001076,2025-07-15,12725.45,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-002003,Annette Lewis,2025-08-16,45359.6,45359.6,Escrow,Posted,9689E2C74A99,POOL-D,,,,,UNMATCHED,45359.6,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002005,Jessica Rosario,2025-04-08,13961.51,13961.51,Principal,Posted,5B9427D8E3A8,POOL-E,,,,,UNMATCHED,13961.51,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002006,Henry Gray,2025-07-15,38090.21,38090.21,Escrow,Pending,044D123B3710,POOL-A,,,,,UNMATCHED,38090.21,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002008,Mrs. Ashley Taylor,2026-02-05,38947.17,22837.43,Fee,Reversed,C86DBA5E6510,POOL-F,,,,,UNMATCHED,22837.43,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-002012,Jill Spencer,2025-05-10,3601.33,3601.33,Escrow,Posted,8EDEB47C0E5E,POOL-A,,,,,UNMATCHED,3601.33,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002013,Scott Lopez,2025-11-25,45368.65,0.0,Fee,Pending,AEB1B59DDE91,POOL-C,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002015,Cassie Lutz,2025-12-14,26854.82,26854.82,Principal,Pending,ACBA7322DA26,POOL-B,,,,,UNMATCHED,26854.82,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002016,Brian Kim Dds,2025-03-23,20849.23,20849.23,Interest,Posted,EE79A43899A5,POOL-A,,,,,UNMATCHED,20849.23,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002017,Charles Morales,2026-02-01,17693.49,17693.49,Interest,Posted,1F4C851E0F3C,POOL-F,,,,,UNMATCHED,17693.49,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002019,Amy Hester,2026-01-03,1580.26,1580.26,Principal,Posted,DD1FA5F12F9A,POOL-E,,,,,UNMATCHED,1580.26,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002020,Kurt Ewing,2025-07-16,33357.59,41823.87,Principal,Posted,9A7FC8200DE7,POOL-C,,,,,UNMATCHED,41823.87,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002023,Richard Schneider,2025-10-20,46872.71,46872.71,Escrow,Posted,2D9C8A84E6EF,POOL-A,,,,,UNMATCHED,46872.71,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002024,John Morrison,2025-03-15,3086.77,3086.77,Fee,Posted,7981A2C85E23,POOL-F,,,,,UNMATCHED,3086.77,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002025,John Ramirez,2026-01-23,21230.27,21230.27,Principal,Posted,A39A404BEF63,POOL-B,,,,,UNMATCHED,21230.27,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002026,Ashley King,2025-09-11,13377.81,13377.81,Fee,Posted,67454974C31A,POOL-A,,,,,UNMATCHED,13377.81,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002029,Janet Shelton,2025-10-14,13198.24,13198.24,Fee,Posted,EC6A8DD156CF,POOL-C,,,,,UNMATCHED,13198.24,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002030,Marco Davis,2025-06-18,32881.64,32881.64,Fee,Posted,D169C80AF8BF,POOL-E,,,,,UNMATCHED,32881.64,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002032,Christina Bates,2026-02-20,28483.85,28483.85,Principal,Reversed,18D32028CD1D,POOL-C,,,,,UNMATCHED,28483.85,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-002035,Thomas Reyes,2025-09-15,30622.1,30622.1,Interest,Posted,2D07CEF2BDB8,POOL-F,,,,,UNMATCHED,30622.1,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002041,Laura Alvarez,2025-12-23,42605.49,42605.49,Fee,Reversed,3E220C9FC25E,POOL-F,REM-001137,2025-12-23,42605.49,TRU-001,EXACT,0.0,REVERSED,OTHER,Low,Manual review required
LN-002042,Katie Myers,2025-03-25,28280.53,28280.53,Principal,Posted,4F0426D67023,POOL-A,,,,,UNMATCHED,28280.53,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002043,Wesley Jensen Md,2025-09-30,26407.85,26407.85,Principal,Posted,E65F3DD6F62D,POOL-D,,,,,UNMATCHED,26407.85,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002046,Alyssa Vance,2026-02-03,36279.31,36279.31,Principal,Pending,83699547D9F1,POOL-D,,,,,UNMATCHED,36279.31,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002050,Ana Torres,2025-03-23,4545.4,4545.4,Interest,Pending,958537C4C4BF,POOL-D,,,,,UNMATCHED,4545.4,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002054,Victoria Gray,2025-07-16,47312.06,47312.06,Fee,Posted,E44D71813C59,POOL-F,,,,,UNMATCHED,47312.06,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002058,Heidi Graham,2026-01-06,20882.39,20882.39,Escrow,Posted,0590FB328454,POOL-E,,,,,UNMATCHED,20882.39,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002060,Donna Williams,2025-05-22,27498.88,27498.88,Interest,Posted,31F945CFAC5C,POOL-E,,,,,UNMATCHED,27498.88,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002064,Daniel Flynn,2025-09-04,23232.37,14752.29,Fee,Posted,F6EC40941538,POOL-D,,,,,UNMATCHED,14752.29,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002065,Elizabeth Brock,2026-02-07,3071.85,3071.85,Interest,Posted,A83C2721281F,POOL-B,,,,,UNMATCHED,3071.85,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002067,Mario Chavez,2026-02-28,10467.51,10467.51,Fee,Pending,D3B6DCCD454D,POOL-A,,,,,UNMATCHED,10467.51,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002068,Catherine Smith,2025-11-07,13301.73,13301.73,Principal,Posted,89FE08D5D07A,POOL-D,,,,,UNMATCHED,13301.73,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002070,Victor Harmon,2025-11-15,16845.65,16845.65,Principal,Posted,89B0FD6010AE,POOL-E,,,,,UNMATCHED,16845.65,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002074,Charles Hernandez,2025-04-16,43952.59,43952.59,Interest,Posted,5EDD7FA7742C,POOL-D,,,,,UNMATCHED,43952.59,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002078,Dawn Burke,2025-06-26,22836.35,22836.35,Interest,Reversed,FD5F94A7139B,POOL-F,,,,,UNMATCHED,22836.35,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-002079,Brian Lee,2025-04-06,49256.99,49256.99,Escrow,Pending,0D505AA98A54,POOL-C,,,,,UNMATCHED,49256.99,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002080,Ronald Marshall,2025-06-25,38714.62,38714.62,Fee,Posted,C10EC66DC306,POOL-A,,,,,UNMATCHED,38714.62,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002081,Jessica Lucas,2025-04-05,1844.79,1844.79,Interest,Posted,D1859DE66AB9,POOL-A,,,,,UNMATCHED,1844.79,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002084,Samuel Stuart,2025-12-03,45506.4,45506.4,Escrow,Posted,B19F1AB16099,POOL-D,,,,,UNMATCHED,45506.4,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002086,Sharon Lester,2025-12-18,25141.72,25141.72,Escrow,Posted,646E7631A459,POOL-B,,,,,UNMATCHED,25141.72,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002087,Jack Sandoval,2025-11-12,5720.95,5720.95,Fee,Reversed,A26DD082C416,POOL-D,,,,,UNMATCHED,5720.95,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-002092,Cynthia Martinez,2025-08-08,48241.59,48241.59,Principal,Posted,DFEA699B9E52,POOL-D,,,,,UNMATCHED,48241.59,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002093,Erin Silva,2025-09-13,10586.44,10586.44,Interest,Posted,2E27A1E722A5,POOL-A,,,,,UNMATCHED,10586.44,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002094,Paul Young,2025-04-08,26404.82,26404.82,Escrow,Posted,8AD32F6F7066,POOL-B,,,,,UNMATCHED,26404.82,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002095,Charles Thompson,2026-02-13,14713.33,14713.33,Principal,Reversed,C4000E4E2122,POOL-F,REM-000571,2026-02-15,14713.33,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-002096,Jessica King,2025-08-31,39746.29,39746.29,Principal,Pending,47B0EEBFF507,POOL-A,,,,,UNMATCHED,39746.29,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002097,Katherine Brooks,2025-08-01,29090.87,29090.87,Principal,Pending,C8BDADE19DF1,POOL-B,,,,,UNMATCHED,29090.87,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002098,Emily Coleman,2025-05-17,31911.83,31911.83,Principal,Posted,E43C5F621476,POOL-C,,,,,UNMATCHED,31911.83,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002099,Tracey Suarez,2025-09-19,39996.75,39996.75,Principal,Posted,7E70C8E981ED,POOL-A,,,,,UNMATCHED,39996.75,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002100,Heidi Baldwin,2025-10-24,20100.54,20100.54,Escrow,Posted,F0C169202BB6,POOL-A,,,,,UNMATCHED,20100.54,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002104,Juan Parker,2025-09-04,34947.01,34947.01,Interest,Posted,E668F5F4F37F,POOL-C,,,,,UNMATCHED,34947.01,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002105,Heidi Burnett,2025-06-18,39766.44,39766.44,Interest,Posted,476B4B31998D,POOL-E,,,,,UNMATCHED,39766.44,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002108,Dawn Davis,2025-11-24,45354.09,45354.09,Interest,Posted,2FD03F4EAEB0,POOL-C,,,,,UNMATCHED,45354.09,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-002111,Pamela Sullivan,2025-07-29,7465.22,7465.22,Escrow,Pending,891F4B78F090,POOL-C,,,,,UNMATCHED,7465.22,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
