loan_id,borrower_name,payment_date,scheduled_payment_amount,actual_payment_amount,payment_type,payment_status,bank_reference_id,pool_id
LN-001986,Gloria Mckinney,2026-03-11,4489.77,4489.77,Fee,Posted,BC9710F07C6D,POOL-F
LN-001987,Robert Walker,2025-11-10,36533.0,45722.58,Escrow,Posted,D4EF49C95DC9,POOL-A
LN-001988,Brenda Perez,2025-10-30,25074.83,25074.83,Principal,Pending,3CA232ABC9B1,POOL-D
LN-001989,Carlos Miller,2026-01-24,22124.11,22124.11,Interest,Posted,2405BF85653E,POOL-D
LN-001990,Rachel Jones,2025-03-17,36610.66,36610.66,Fee,Posted,A74DC780585E,POOL-D
LN-001991,Nicole Williams,2025-04-24,38392.89,38392.89,Interest,Posted,B2865349904B,POOL-A
LN-001992,Ricky Palmer,2025-03-24,8365.95,8365.95,Principal,Posted,D19BB415BB3A,POOL-C
LN-001993,Bryan King,2025-07-24,30706.14,30706.14,Interest,Posted,9C4C01AF8DEF,POOL-F
LN-001994,Michael Webster,2025-07-03,7200.03,7200.03,Principal,Posted,E2FF7CC1BC1E,POOL-D
LN-001995,Tamara Harris,2025-05-30,37693.07,37693.07,Fee,Posted,1741FCBF2CD4,POOL-A
LN-001996,Cathy Bell,2025-12-20,33019.28,33019.28,Interest,Posted,F1ADE162E127,POOL-B
LN-001997,Ryan Mcmahon,2026-01-20,47852.42,47852.42,Interest,Posted,E34D7776C5F6,POOL-A
LN-001998,Hannah Martin,2025-12-10,3913.42,2145.17,Principal,Posted,F7ED3344C45A,POOL-A
LN-001999,Monica Allen,2025-10-17,3324.21,3324.21,Principal,Reversed,DC4E3426FDFA,POOL-A
LN-002000,Annette Lane,2025-05-10,14468.26,14468.26,Escrow,Pending,E3852C459B93,POOL-D
LN-002001,Daniel Lee,2025-08-09,13454.43,13454.43,Principal,Reversed,828ADFB4FA45,POOL-A
LN-002002,Steven Medina,2025-07-14,12725.45,12725.45,Principal,Reversed,ED9D6AE6E080,POOL-B
LN-002003,Annette Lewis,2025-08-16,45359.6,45359.6,Escrow,Posted,9689E2C74A99,POOL-D
LN-002004,Michelle Richardson,2025-05-16,12852.54,9459.13,Principal,Posted,93DBC5CB0B5F,POOL-B
LN-002005,Jessica Rosario,2025-04-08,13961.51,13961.51,Principal,Posted,5B9427D8E3A8,POOL-E
LN-002006,Henry Gray,2025-07-15,38090.21,38090.21,Escrow,Pending,044D123B3710,POOL-A
LN-002007,Darren Rodriguez,2025-10-15,22762.12,22762.12,Fee,Posted,CCEFCA473510,POOL-F
LN-002008,Mrs. Ashley Taylor,2026-02-05,38947.17,22837.43,Fee,Reversed,C86DBA5E6510,POOL-F
LN-002009,Michele Hawkins,2026-01-27,3735.62,3735.62,Principal,Posted,950D48DDBE89,POOL-D
LN-002010,Garrett Wilson,2025-11-04,24634.77,24634.77,Principal,Pending,11D2538295B7,POOL-F
LN-002011,Kyle Collins,2025-04-16,2163.87,2163.87,Escrow,Posted,D51FC01108BC,POOL-D
LN-002012,Jill Spencer,2025-05-10,3601.33,3601.33,Escrow,Posted,8EDEB47C0E5E,POOL-A
LN-002013,Scott Lopez,2025-11-25,45368.65,0.0,Fee,Pending,AEB1B59DDE91,POOL-C
LN-002014,Ryan Alvarez,2026-01-14,7392.65,7392.65,Interest,Posted,9D7E907EB84E,POOL-C
LN-002015,Cassie Lutz,2025-12-14,26854.82,26854.82,Principal,Pending,ACBA7322DA26,POOL-B
LN-002016,Brian Kim Dds,2025-03-23,20849.23,20849.23,Interest,Posted,EE79A43899A5,POOL-A
LN-002017,Charles Morales,2026-02-01,17693.49,17693.49,Interest,Posted,1F4C851E0F3C,POOL-F
LN-002018,Ashley Schaefer,2025-12-03,45041.75,45041.75,Escrow,Posted,E290E98D371F,POOL-A
LN-002019,Amy Hester,2026-01-03,1580.26,1580.26,Principal,Posted,DD1FA5F12F9A,POOL-E
LN-002020,Kurt Ewing,2025-07-16,33357.59,41823.87,Principal,Posted,9A7FC8200DE7,POOL-C
LN-002021,Ryan Hardy,2025-05-27,48188.02,48188.02,Escrow,Posted,0BB1C2147472,POOL-F
LN-002022,Micheal Perkins,2025-08-11,28228.33,28228.33,Interest,Posted,0E8BFF65CAD5,POOL-C
LN-002023,Richard Schneider,2025-10-20,46872.71,46872.71,Escrow,Posted,2D9C8A84E6EF,POOL-A
LN-002024,John Morrison,2025-03-15,3086.77,3086.77,Fee,Posted,7981A2C85E23,POOL-F
LN-002025,John Ramirez,2026-01-23,21230.27,21230.27,Principal,Posted,A39A404BEF63,POOL-B
LN-002026,Ashley King,2025-09-11,13377.81,13377.81,Fee,Posted,67454974C31A,POOL-A
LN-002027,Mark Taylor Jr.,2025-07-16,36675.64,36675.64,Escrow,Posted,DA045A08117E,POOL-B
LN-002028,Barry Gregory,2026-01-01,49074.21,49074.21,Principal,Posted,BEA2CA770FD6,POOL-F
LN-002029,Janet Shelton,2025-10-14,13198.24,13198.24,Fee,Posted,EC6A8DD156CF,POOL-C
LN-002030,Marco Davis,2025-06-18,32881.64,32881.64,Fee,Posted,D169C80AF8BF,POOL-E
LN-002031,Paul Saunders,2026-02-18,10305.83,10305.83,Interest,Posted,60D363C22292,POOL-D
LN-002032,Christina Bates,2026-02-20,28483.85,28483.85,Principal,Reversed,18D32028CD1D,POOL-C
LN-002033,Dennis Cooper Phd,2025-04-27,23464.66,23464.66,Fee,Pending,3A84DEE7FB52,POOL-B
LN-002034,Tiffany Johnson,2025-12-08,48614.26,48614.26,Fee,Posted,C5CC22D3C4B3,POOL-A
LN-002035,Thomas Reyes,2025-09-15,30622.1,30622.1,Interest,Posted,2D07CEF2BDB8,POOL-F
LN-002036,James Stevens,2025-04-18,17800.57,17800.57,Fee,Pending,307AF3D15BD2,POOL-C
LN-002037,Justin Dalton,2025-12-09,6147.74,6147.74,Fee,Posted,C261B86150B5,POOL-E
LN-002038,Michael Henry,2025-12-18,7986.72,7986.72,Fee,Posted,239C27C9B1D7,POOL-F
LN-002039,Mike Freeman,2025-11-29,11653.19,14551.74,Interest,Posted,9A5EA9DDDA14,POOL-B
LN-002040,Michael Keller,2025-11-29,12922.85,8630.83,Fee,Posted,2ADF4903386F,POOL-F
LN-002041,Laura Alvarez,2025-12-23,42605.49,42605.49,Fee,Reversed,3E220C9FC25E,POOL-F
LN-002042,Katie Myers,2025-03-25,28280.53,28280.53,Principal,Posted,4F0426D67023,POOL-A
LN-002043,Wesley Jensen Md,2025-09-30,26407.85,26407.85,Principal,Posted,E65F3DD6F62D,POOL-D
LN-002044,Erica Johnson,2025-11-10,6181.06,6181.06,Interest,Posted,262B918E62DF,POOL-B
LN-002045,Russell Bailey,2025-04-06,43076.91,43076.91,Escrow,Pending,2D63A11D1838,POOL-A
LN-002046,Alyssa Vance,2026-02-03,36279.31,36279.31,Principal,Pending,83699547D9F1,POOL-D
LN-002047,Brent Reed,2025-09-29,3849.58,4483.8,Interest,Posted,5C9E291A75CB,POOL-A
LN-002048,Gregory Stanley,2025-09-22,35537.84,35537.84,Fee,Posted,D62182F793D7,POOL-D
LN-002049,Matthew Watkins,2025-07-22,27405.14,27405.14,Fee,Posted,8249B76F39E3,POOL-D
LN-002050,Ana Torres,2025-03-23,4545.4,4545.4,Interest,Pending,958537C4C4BF,POOL-D
LN-002051,Alejandro Nguyen,2025-09-13,23185.88,23185.88,Fee,Pending,2E2731644BE6,POOL-A
LN-002052,Scott Bradley,2025-04-18,24492.47,23160.2,Fee,Posted,0F7A7E4F159D,POOL-F
LN-002053,Deborah Dominguez,2025-09-07,8705.84,8705.84,Escrow,Posted,C0C9A41C547C,POOL-D
LN-002054,Victoria Gray,2025-07-16,47312.06,47312.06,Fee,Posted,E44D71813C59,POOL-F
LN-002055,Kenneth Stokes,2026-02-14,42573.78,42573.78,Principal,Posted,812C9FD43CAF,POOL-B
LN-002056,Michael Rogers,2026-01-30,33616.61,33616.61,Fee,Posted,8514978A3995,POOL-E
LN-002057,Pamela Morgan,2025-05-07,23383.63,23383.63,Interest,Posted,17A77D42ED5C,POOL-F
LN-002058,Heidi Graham,2026-01-06,20882.39,20882.39,Escrow,Posted,0590FB328454,POOL-E
LN-002059,Ryan Cobb Phd,2025-09-01,32723.19,32723.19,Fee,Posted,E2A1A062AE10,POOL-D
LN-002060,Donna Williams,2025-05-22,27498.88,27498.88,Interest,Posted,31F945CFAC5C,POOL-E
LN-002061,Jennifer Perez Phd,2025-04-06,3582.52,3582.52,Principal,Posted,8C7B8DF425F6,POOL-E
LN-002062,Ryan Davis,2025-09-11,25868.88,25868.88,Fee,Posted,A00BC3A347DE,POOL-D
LN-002063,Austin Solis,2025-12-19,40416.98,40416.98,Escrow,Posted,B87BE6C4F499,POOL-F
LN-002064,Daniel Flynn,2025-09-04,23232.37,14752.29,Fee,Posted,F6EC40941538,POOL-D
LN-002065,Elizabeth Brock,2026-02-07,3071.85,3071.85,Interest,Posted,A83C2721281F,POOL-B
LN-002066,Joshua Gonzalez,2025-06-12,39420.77,39420.77,Escrow,Posted,799F1E5E00D5,POOL-C
LN-002067,Mario Chavez,2026-02-28,10467.51,10467.51,Fee,Pending,D3B6DCCD454D,POOL-A
LN-002068,Catherine Smith,2025-11-07,13301.73,13301.73,Principal,Posted,89FE08D5D07A,POOL-D
LN-002069,Shari Ray,2026-03-06,8652.96,6872.02,Escrow,Pending,02AB55DAB4A9,POOL-D
LN-002070,Victor Harmon,2025-11-15,16845.65,16845.65,Principal,Posted,89B0FD6010AE,POOL-E
LN-002071,Timothy Patel,2026-02-01,37959.2,37959.2,Interest,Posted,EDF6B7733C5B,POOL-B
LN-002072,Patricia Hamilton,2025-06-16,26209.6,26209.6,Fee,Posted,9601AA34B7DB,POOL-E
LN-002073,Lori Boyd,2025-05-23,10641.62,10641.62,Principal,Posted,8BB9541C051D,POOL-F
LN-002074,Charles Hernandez,2025-04-16,43952.59,43952.59,Interest,Posted,5EDD7FA7742C,POOL-D
LN-002075,Elizabeth Graham,2025-11-04,44039.3,44039.3,Fee,Posted,DC28F7630963,POOL-D
LN-002076,Ronald Brown,2025-04-02,43593.63,43593.63,Interest,Pending,2DE0511E9C01,POOL-E
LN-002077,Jason Colon,2025-08-12,12320.41,12320.41,Principal,Posted,54EAB1CFC745,POOL-D
LN-002078,Dawn Burke,2025-06-26,22836.35,22836.35,Interest,Reversed,FD5F94A7139B,POOL-F
LN-002079,Brian Lee,2025-04-06,49256.99,49256.99,Escrow,Pending,0D505AA98A54,POOL-C
LN-002080,Ronald Marshall,2025-06-25,38714.62,38714.62,Fee,Posted,C10EC66DC306,POOL-A
LN-002081,Jessica Lucas,2025-04-05,1844.79,1844.79,Interest,Posted,D1859DE66AB9,POOL-A
LN-002082,Christopher Taylor,2025-08-23,3727.63,3727.63,Principal,Posted,178FB1450D32,POOL-A
LN-002083,Robert Hopkins,2025-08-20,23464.6,23464.6,Fee,Pending,256064BFF9F2,POOL-C
LN-002084,Samuel Stuart,2025-12-03,45506.4,45506.4,Escrow,Posted,B19F1AB16099,POOL-D
LN-002085,Mr. Scott Miller,2025-10-04,27165.74,27165.74,Fee,Pending,1E73ACE0FA47,POOL-E
LN-002086,Sharon Lester,2025-12-18,25141.72,25141.72,Escrow,Posted,646E7631A459,POOL-B
LN-002087,Jack Sandoval,2025-11-12,5720.95,5720.95,Fee,Reversed,A26DD082C416,POOL-D
LN-002088,Tony Ramsey,2025-07-22,33010.62,0.0,Interest,Posted,9182EBB85286,POOL-C
LN-002089,Brian Navarro,2025-04-02,41194.11,41194.11,Interest,Posted,C460D6DCEAFA,POOL-F
LN-002090,Kelly Calderon,2026-02-09,19330.79,19330.79,Principal,Pending,B8941A1FA4DB,POOL-C
LN-002091,Tara King,2025-06-20,38892.79,38892.79,Escrow,Pending,909788753CFB,POOL-A
LN-002092,Cynthia Martinez,2025-08-08,48241.59,48241.59,Principal,Posted,DFEA699B9E52,POOL-D
LN-002093,Erin Silva,2025-09-13,10586.44,10586.44,Interest,Posted,2E27A1E722A5,POOL-A
LN-002094,Paul Young,2025-04-08,26404.82,26404.82,Escrow,Posted,8AD32F6F7066,POOL-B
LN-002095,Charles Thompson,2026-02-13,14713.33,14713.33,Principal,Reversed,C4000E4E2122,POOL-F
LN-002096,Jessica King,2025-08-31,39746.29,39746.29,Principal,Pending,47B0EEBFF507,POOL-A
LN-002097,Katherine Brooks,2025-08-01,29090.87,29090.87,Principal,Pending,C8BDADE19DF1,POOL-B
LN-002098,Emily Coleman,2025-05-17,31911.83,31911.83,Principal,Posted,E43C5F621476,POOL-C
LN-002099,Tracey Suarez,2025-09-19,39996.75,39996.75,Principal,Posted,7E70C8E981ED,POOL-A
LN-002100,Heidi Baldwin,2025-10-24,20100.54,20100.54,Escrow,Posted,F0C169202BB6,POOL-A
LN-002101,Alisha Rasmussen,2025-10-05,45796.96,45796.96,Principal,Pending,B71B3DFE2174,POOL-E
LN-002102,Sarah Bates,2025-10-26,26884.93,26884.93,Escrow,Posted,50DB8B2447E2,POOL-F
LN-002103,Melissa Mccormick,2025-09-28,8318.76,8318.76,Principal,Pending,7AA6E3C37536,POOL-F
LN-002104,Juan Parker,2025-09-04,34947.01,34947.01,Interest,Posted,E668F5F4F37F,POOL-C
LN-002105,Heidi Burnett,2025-06-18,39766.44,39766.44,Interest,Posted,476B4B31998D,POOL-E
LN-002106,Sean Mathews,2025-11-24,16179.7,16179.7,Principal,Posted,3E4971A1CDA3,POOL-B
LN-002107,Theodore Long,2026-03-04,42930.37,42930.37,Fee,Posted,E7A4FA97F2CF,POOL-B
LN-002108,Dawn Davis,2025-11-24,45354.09,45354.09,Interest,Posted,2FD03F4EAEB0,POOL-C
LN-002109,Cynthia Clark,2025-09-19,14206.77,14206.77,Escrow,Posted,75E45333DB06,POOL-F
LN-002110,Sydney Welch,2025-12-05,49184.31,49184.31,Principal,Posted,41A8391A3C1E,POOL-B
LN-002111,Pamela Sullivan,2025-07-29,7465.22,7465.22,Escrow,Pending,891F4B78F090,POOL-C
LN-002112,Sean Morrow,2025-04-26,10499.78,5691.67,Fee,Posted,221B3014EF3A,POOL-B
LN-002113,Kaitlin Gutierrez,2025-10-18,9619.13,9619.13,Principal,Posted,E8293CE881F7,POOL-D
LN-002114,Michelle Mcdowell,2025-04-24,44752.49,51209.93,Interest,Posted,6473F3A017B0,POOL-A
LN-002115,Samantha Hale,2025-10-21,32887.48,32887.48,Escrow,Posted,49862886548E,POOL-F
LN-002116,Heather Guzman,2026-01-17,8029.16,8029.16,Interest,Pending,D07FD556FAAA,POOL-D
LN-002117,Nancy Chavez,2025-06-15,22296.01,22296.01,Interest,Posted,CE2C0DC18DFC,POOL-C
LN-002118,Anthony May,2025-12-19,30957.25,30957.25,Principal,Pending,CEDADF6E9BEA,POOL-C
LN-002119,Rachel Taylor,2025-08-12,4631.47,4631.47,Escrow,Posted,CF4119A7B295,POOL-D
LN-002120,Mark Edwards,2025-08-26,44179.61,44179.61,Fee,Posted,4B9849D7F5DB,POOL-A
LN-002121,Christopher Black,2025-05-06,40278.38,40278.38,Interest,Posted,518FD1D29FBB,POOL-A
LN-002122,Sandra Hines,2025-04-24,25507.74,25507.74,Principal,Posted,32A3161EE7E9,POOL-E
LN-002123,Melissa Sparks,2025-08-29,48372.77,51470.02,Principal,Posted,680A2078B779,POOL-B
LN-002124,John Moss,2026-02-16,21179.17,21179.17,Fee,Posted,113D9844E9FA,POOL-E
LN-002125,Michael Serrano,2025-08-13,49213.46,49213.46,Principal,Posted,3A5D1539C8E9,POOL-A
LN-002126,Christina Perry,2025-08-18,33562.04,33562.04,Interest,Posted,9C8947D199FC,POOL-D
LN-002127,Shawn Duffy,2025-10-29,31916.23,31916.23,Principal,Posted,54554463683B,POOL-B
LN-002128,Courtney Vaughan,2026-01-17,8714.77,8714.77,Escrow,Posted,2AFE1E23CDB1,POOL-D
LN-002129,Maria Sims,2025-10-19,44155.42,44155.42,Escrow,Posted,0C7F4FFAA677,POOL-E
LN-002130,Valerie Gonzalez,2025-06-08,21660.74,21660.74,Interest,Posted,92EB649218B0,POOL-C
LN-002131,Caroline Morales,2026-03-03,8530.55,6963.32,Escrow,Posted,E63865791FDE,POOL-D
LN-002132,David Davis,2025-10-28,1124.07,1124.07,Fee,Posted,02371792A1C3,POOL-E
LN-002133,Travis Wilson,2025-09-10,28207.91,28207.91,Principal,Posted,D64D7E708C18,POOL-E
LN-002134,Jessica Mora,2025-10-29,26606.28,26606.28,Interest,Pending,E2E3E5AE274C,POOL-E
LN-002135,Michael Wilson,2025-04-05,36108.0,26176.0,Fee,Posted,A08831E799A8,POOL-C
LN-002136,Cheryl Atkins,2025-09-11,44567.77,44567.77,Principal,Posted,AE32300FE919,POOL-C
LN-002137,Donna Snyder,2026-01-23,4430.63,4430.63,Fee,Reversed,3D67961D88CC,POOL-C
LN-002138,Scott Greene,2025-10-23,36709.08,36709.08,Interest,Posted,7B3AE355A806,POOL-B
LN-002139,Diane Byrd Md,2025-08-02,9776.89,9776.89,Interest,Posted,FF96B5FF4A94,POOL-C
LN-002140,Charles Roberts,2026-02-05,42979.76,42979.76,Fee,Posted,7B2FB8CF06E0,POOL-C
LN-002141,Luke Solomon,2025-04-13,41043.64,41043.64,Principal,Posted,BAC126F74B71,POOL-C
LN-002142,Michael Ellis,2025-04-22,27269.29,27269.29,Escrow,Posted,2D1B6DF72FAC,POOL-D
LN-002143,Casey Morris,2026-02-21,35657.02,35657.02,Escrow,Reversed,C9268A4D5EAC,POOL-C
LN-002144,Melissa Reeves,2026-02-04,16060.33,19452.7,Fee,Posted,6799F8124F2D,POOL-B
LN-002145,Nancy Scott,2025-10-08,23822.81,23822.81,Interest,Pending,840D89DCBA23,POOL-E
LN-002146,Anthony Cook,2025-09-17,41171.03,41171.03,Principal,Posted,CED9235724D7,POOL-D
LN-002147,Terry Barajas,2025-12-02,23233.63,23233.63,Principal,Posted,75440CB56077,POOL-A
LN-002148,Tracy George,2026-02-25,18211.01,18211.01,Interest,Posted,6F9D69D1C691,POOL-C
LN-002149,Amber King,2025-06-04,24963.52,24963.52,Escrow,Pending,C1963935B588,POOL-E
LN-002150,Elizabeth Foster,2025-03-30,41498.34,41498.34,Principal,Reversed,206CFACE777F,POOL-E
LN-002151,Walter Hansen,2025-05-27,17092.8,20365.46,Fee,Posted,90513AEB27F4,POOL-D
LN-002152,Debbie Gordon,2026-01-20,9101.2,9101.2,Escrow,Reversed,9252347878EF,POOL-A
LN-002153,Sherry Anderson,2026-02-25,35744.69,35744.69,Fee,Posted,36EE3BAEE2AC,POOL-F
LN-002154,Joseph Thomas,2025-10-25,41385.92,41385.92,Escrow,Posted,F3F814582470,POOL-B
LN-002155,Andrew Anderson,2025-04-01,5481.56,5481.56,Interest,Posted,6201F280D7D6,POOL-F
LN-002156,Sandy Adkins,2025-05-18,12373.77,12373.77,Fee,Posted,4C502FB503CE,POOL-E
LN-002157,Diane Mcdowell,2025-04-18,7527.61,7527.61,Fee,Posted,479537309279,POOL-F
LN-002158,Pam Baker,2025-07-13,17723.1,17723.1,Interest,Posted,8703007E894D,POOL-E
LN-002159,Steven Stewart,2026-02-08,22792.37,22792.37,Fee,Posted,BFD480C36BF7,POOL-F
LN-002160,Pamela Hernandez Dvm,2025-09-18,37566.9,37566.9,Escrow,Posted,A478CCEB19D1,POOL-E
LN-002161,Rebecca Brown,2025-09-16,32731.81,32731.81,Principal,Posted,9CBE64A89CE4,POOL-E
LN-002162,David Johnson,2025-09-27,31235.96,31235.96,Principal,Reversed,0C94244064F1,POOL-D
LN-002163,Michael Graham,2025-12-30,17942.56,17942.56,Interest,Posted,192E544E9527,POOL-A
LN-002164,Tammy Williams Md,2025-03-31,42151.65,42151.65,Escrow,Posted,D1A60673DBC0,POOL-E
LN-002165,Karina Vasquez,2026-01-18,23828.71,23828.71,Fee,Posted,FCCE9132B2DC,POOL-B
LN-002166,Sharon Martinez,2025-06-01,48965.69,48965.69,Fee,Posted,D1896048F7C2,POOL-B
LN-002167,Sean White,2026-02-25,31890.04,28785.74,Principal,Pending,3BCB51F98584,POOL-C
LN-002168,Jordan Nelson,2025-10-31,6750.1,6750.1,Fee,Posted,DF2D7DEA65D2,POOL-E
LN-002169,Laurie Silva,2025-09-20,33970.79,33970.79,Principal,Pending,6269DE73C77F,POOL-E
LN-002170,Kelly Duncan,2025-09-21,16592.65,16592.65,Interest,Posted,A767AE94A457,POOL-E
LN-002171,Billy Tate,2025-10-28,34473.2,34473.2,Fee,Posted,86925A7ACF64,POOL-F
LN-002172,Stacy Johnson,2025-04-23,3947.24,3947.24,Escrow,Posted,8A7F542FDD27,POOL-E
LN-002173,Melanie Long,2026-01-02,9156.63,9156.63,Fee,Posted,63C1CA1F3E6D,POOL-E
LN-002174,Tiffany Hood,2025-05-24,42858.99,25860.9,Principal,Posted,D9D0AF050D2D,POOL-B
LN-002175,Brad Rivas,2025-12-11,11745.39,11745.39,Interest,Posted,891123C569F1,POOL-A
LN-002176,Jordan Moses,2025-09-18,41933.54,41933.54,Principal,Posted,989403D3469B,POOL-A
LN-002177,Abigail Booker,2025-10-04,14324.17,0.0,Fee,Posted,FFF70C9D14A3,POOL-C
LN-002178,Tiffany Nguyen,2025-08-22,32322.65,32322.65,Principal,Reversed,32EBBA2A5801,POOL-B
LN-002179,Morgan Bernard,2026-02-10,34860.45,34860.45,Principal,Posted,8941F0DF208E,POOL-E
LN-002180,Christine Williams,2025-08-04,25876.41,25876.41,Interest,Posted,D8865E55FBF4,POOL-A
LN-002181,Erica Brown,2025-07-20,15612.88,15612.88,Escrow,Posted,331DFBEB89AA,POOL-D
LN-002182,Trevor James,2025-05-12,11025.9,11025.9,Fee,Posted,01D5AB6D9210,POOL-D
LN-002183,Christopher Hanna,2025-03-28,2142.87,2142.87,Interest,Posted,A412DA8D7AA0,POOL-D
LN-002184,Ann Phelps,2025-06-18,15545.35,15545.35,Escrow,Pending,638CA6BEBEE9,POOL-E
LN-002185,Richard Mitchell,2025-11-25,32831.56,32831.56,Principal,Reversed,2B37347CCD80,POOL-E
LN-002186,Martha Martinez,2025-12-05,46946.09,46946.09,Escrow,Posted,D31380DD10AB,POOL-C
LN-002187,Jeffrey Drake Md,2025-09-29,43624.62,0.0,Principal,Posted,80CD1CA0E960,POOL-C
LN-002188,Bonnie Wade,2025-12-27,38420.21,42945.1,Principal,Posted,6723F6AE3935,POOL-C
LN-002189,Kayla Burns,2025-05-14,39528.14,39528.14,Interest,Posted,E9414611D696,POOL-F
LN-002190,Karen Hart,2025-07-27,33416.75,33416.75,Principal,Posted,659DDCA8005F,POOL-D
LN-002191,Peter Shepherd,2025-07-26,13384.2,13384.2,Interest,Posted,8DDC3FAE32E1,POOL-E
LN-002192,Jessica Simmons,2026-03-10,45406.15,45406.15,Escrow,Posted,7CCE7DACA9D0,POOL-D
LN-002193,Glenn Ford,2025-10-29,33701.25,33701.25,Escrow,Posted,6317865F348A,POOL-C
LN-002194,Michael Moore,2025-07-02,28241.81,28241.81,Principal,Posted,A0B17F4126A4,POOL-E
LN-002195,Mark Warren Iv,2026-01-22,5993.98,5993.98,Interest,Posted,FEBAFC59101E,POOL-B
LN-002196,Terry Woods,2025-08-08,22629.25,22629.25,Principal,Posted,FFDBB05860C6,POOL-A
LN-002197,Carl Leach,2026-03-05,23287.73,23287.73,Interest,Posted,7F8C90C0254C,POOL-A
LN-002198,Kelly Phillips,2025-11-21,43295.9,43295.9,Interest,Pending,3C88E33C0F0D,POOL-C
LN-002199,Billy Williams,2025-06-25,27559.09,22267.55,Interest,Posted,530DF36720A2,POOL-D
LN-002200,Jeffery Davis,2025-05-16,19329.83,19329.83,Escrow,Pending,40AA99CA3177,POOL-B
LN-002201,Laura King,2025-05-23,48851.62,48851.62,Interest,Posted,38325F9B8B80,POOL-E
LN-002202,Brad Gordon,2025-04-21,5980.67,7624.33,Escrow,Posted,87D853E6832C,POOL-D
LN-002203,Matthew White,2025-11-01,21416.15,21416.15,Interest,Posted,EB272CE83EA2,POOL-C
LN-002204,James Miller,2025-06-11,2580.22,2580.22,Escrow,Posted,F8C5C54D1C85,POOL-D
LN-002205,Elizabeth Matthews,2025-10-28,37125.25,37125.25,Fee,Reversed,8FCBBA8F4E3B,POOL-C
LN-002206,Michael Hanson,2025-04-28,45944.79,45944.79,Escrow,Posted,9482BD67DBC2,POOL-F
LN-002207,Vincent Savage,2026-02-27,14361.85,14361.85,Escrow,Posted,4CE42484A7CC,POOL-A
LN-002208,Cody Burgess,2025-08-25,42987.91,42987.91,Principal,Posted,CE11FD96C7F9,POOL-A
LN-002209,Shelby Rodriguez,2026-02-19,14964.8,14964.8,Interest,Reversed,00118FA51D65,POOL-D
LN-002210,Abigail Wilson,2025-09-08,45583.12,45583.12,Fee,Posted,B39D829C5928,POOL-B
LN-002211,John Holt,2026-03-13,37821.11,37821.11,Principal,Reversed,78DE4B121741,POOL-E
LN-002212,Tracy Guzman,2025-04-17,40342.89,40342.89,Interest,Reversed,0AEB44266938,POOL-C
LN-002213,Mr. William Ward,2025-12-21,1391.32,1391.32,Fee,Posted,2064717D3F8D,POOL-E
LN-002214,Melissa Foster,2025-12-17,48159.11,48159.11,Fee,Pending,BF88ECD98D8D,POOL-A
LN-002215,Calvin Smith,2025-08-10,36470.21,36470.21,Fee,Reversed,4B19A2E6B0D8,POOL-B
LN-002216,Alan Waller,2025-08-15,15585.18,15585.18,Interest,Posted,9DD1646B9F04,POOL-B
LN-002217,Christine Wong,2025-06-03,41555.04,41555.04,Fee,Posted,448FF9CD7B5D,POOL-E
LN-002218,Jessica Garrett,2026-03-14,14435.3,14435.3,Fee,Posted,B89ED073EFE4,POOL-A
LN-002219,Cheryl Turner,2026-03-13,43701.32,43701.32,Principal,Posted,16F3F518A1FE,POOL-E
LN-002220,John Johnson,2026-03-08,6072.73,6072.73,Escrow,Posted,10E1D12299F2,POOL-D
LN-002221,Christian Park,2026-02-04,35332.46,35332.46,Interest,Posted,B15F7D8DB7C0,POOL-B
LN-002222,Kaitlyn Heath,2025-06-12,27264.57,0.0,Escrow,Posted,D5336F2F1A97,POOL-B
LN-002223,Christina Hudson,2025-09-16,5278.46,5278.46,Principal,Posted,3BAEA71890AF,POOL-D
LN-002224,Amber Smith,2025-11-30,12473.74,12473.74,Escrow,Posted,6425B92A1B84,POOL-A
LN-002225,Michelle Petty,2025-07-07,1114.0,1114.0,Fee,Pending,48C2E390F500,POOL-B
LN-002226,Nancy Larson,2025-05-16,23704.01,0.0,Fee,Posted,228E9CA1E6E8,POOL-F
LN-002227,Donna Freeman,2025-06-25,15412.63,15412.63,Interest,Posted,B1611F3C126B,POOL-F
LN-002228,Mr. Logan Gregory,2025-05-25,30118.7,30118.7,Interest,Posted,CA85B7F402B8,POOL-F
LN-002229,Katherine Klein,2025-07-14,15213.27,15213.27,Interest,Posted,2A519C54A3C8,POOL-C
LN-002230,Jennifer Stewart,2025-11-22,15346.0,15346.0,Principal,Reversed,08D870E2A476,POOL-C
LN-002231,Steven Butler,2025-03-28,37288.06,21653.53,Interest,Posted,1D46E495335B,POOL-A
LN-002232,Johnny Mcmillan,2025-09-15,2883.07,3038.51,Principal,Posted,C86EB340C97F,POOL-D
LN-002233,Michael Smith,2025-12-23,45193.3,45193.3,Fee,Reversed,4947B664EFB7,POOL-E
LN-002234,Corey Cooper,2026-01-02,42687.06,42687.06,Escrow,Reversed,169E03A6003C,POOL-A
LN-002235,Daniel Stout,2025-09-19,33556.33,33556.33,Fee,Posted,37B30456A316,POOL-E
LN-002236,Lance Kirby,2025-11-09,29864.47,22821.42,Fee,Pending,4064FCCA90B0,POOL-A
LN-002237,Bonnie Carter,2025-12-22,44668.97,44668.97,Fee,Posted,6125B75013D8,POOL-C
